student_id,age,gender,attendance_rate,gpa,family_income,study_hours_per_week,failed_courses,extracurricular_activities,parent_education,distance_from_home,dropped_out,gender_encoded,income_encoded,education_encoded
530,24,M,0.5744440251662224,2.2598562806375684,Medium,19,1,1,Bachelor,17.80535946530383,0,1,2,0
531,17,F,0.6528021077451074,2.0760416552933747,High,26,1,0,Master,7.774032716068798,0,0,0,2
532,24,F,0.9383253809141004,1.5036845552157785,Medium,5,1,1,PhD,22.533803343563665,1,0,2,3
533,16,M,0.9981671688136236,3.323361985219991,High,26,2,0,Bachelor,25.319815792934563,1,1,0,0
534,16,F,0.6841547652534241,3.917113749498213,High,8,3,0,Master,20.77868803018041,0,0,0,2
535,20,F,0.7243053154772713,2.060733708212613,Medium,30,2,4,Master,34.25434459751796,1,0,2,2
536,21,F,0.8610354691013685,3.157617979508556,High,20,4,0,PhD,21.62392990920208,0,0,0,3
537,21,M,0.9430978902325372,3.354740817396788,High,25,0,2,High School,48.1094613144821,0,1,0,1
538,18,M,0.7965221670933921,3.621063447726312,High,39,3,2,PhD,30.364598373356,0,1,0,3
539,22,M,0.6957628490889147,2.556572992534023,Low,12,0,2,High School,40.56641884694354,0,1,1,1
540,24,F,0.7063109204243119,2.257327264101073,Medium,22,4,4,Master,6.358439252364463,1,0,2,2
541,23,M,0.8478090732484034,2.3132378350575777,Low,19,4,1,High School,20.46727335434938,0,1,1,1
542,21,M,0.5016091318021394,3.281553332746282,Medium,36,0,3,Master,17.50553737091048,0,1,2,2
543,23,M,0.8097946687299203,3.54194866626409,Medium,27,0,0,Master,28.904637018693,1,1,2,2
544,20,M,0.6777465052206787,1.9540349193915063,High,16,0,3,Bachelor,43.194562483009854,0,1,0,0
545,23,M,0.8970986656385421,2.427352520394413,Medium,27,4,1,High School,4.838572670338326,1,1,2,1
546,19,M,0.5464953199115661,3.754850491872875,Low,1,1,1,High School,4.556165104190828,1,1,1,1
547,23,F,0.7941011334741952,3.516733799236848,Low,24,0,4,High School,42.665567699722345,0,0,1,1
548,17,F,0.7404864449430619,3.9621460069061896,Low,5,3,2,PhD,11.429654215879514,0,0,1,3
549,20,M,0.8211627629526137,3.385620649205202,Medium,10,4,2,Bachelor,33.768909468040874,0,1,2,0
550,24,M,0.5324267972414842,2.482988002569805,Low,37,2,1,Bachelor,27.601028485679453,0,1,1,0
551,19,F,0.7899918937140656,2.9765945849865947,Medium,5,2,4,Bachelor,41.81178614947424,0,0,2,0
552,21,F,0.7807422939797619,3.1525356356183005,Low,10,3,4,PhD,7.129356581983773,0,0,1,3
553,16,M,0.7803300472080854,1.69613954079281,Low,13,1,0,High School,7.359365320407953,1,1,1,1
554,24,M,0.8017438332982274,2.861242397759663,Medium,1,0,2,High School,28.28409965363707,0,1,2,1
555,16,M,0.8382339686131811,3.273302071181524,Low,39,4,1,High School,47.37255401456017,0,1,1,1
556,20,M,0.9024944998403848,1.9183032600026508,High,2,0,3,Bachelor,21.33489016016696,0,1,0,0
557,19,F,0.6349103600641072,3.451579293563893,Medium,34,4,2,Bachelor,17.020162912480053,0,0,2,0
558,18,M,0.912524705090031,2.95943195128528,Medium,32,2,0,Master,30.727776836696407,1,1,2,2
559,21,M,0.7491278411317268,3.8805544642439855,Medium,23,0,4,PhD,46.591981426706525,0,1,2,3
560,17,M,0.5385291395671656,1.6060557455172293,High,18,3,1,PhD,42.00946380938656,0,1,0,3
561,18,M,0.5292754646219896,2.163315343888668,Medium,17,1,2,Bachelor,49.778696925927775,0,1,2,0
562,20,F,0.6671191593480303,3.00388469824956,Low,23,3,3,Master,2.105860576916477,0,0,1,2
563,24,F,0.8924484885557338,2.2413997805148265,Low,34,1,0,High School,6.530049090925349,0,0,1,1
564,17,F,0.8538404673704578,3.2860604101781057,Low,0,0,0,Bachelor,30.86392040496448,0,0,1,0
565,23,M,0.8943074823362032,3.3975132063048274,Medium,35,0,2,PhD,41.20824552735864,0,1,2,3
566,17,M,0.7586345282208047,1.7562899101661862,Low,24,1,3,PhD,14.97697277303156,1,1,1,3
567,20,F,0.7200994989777453,2.784636160516919,Medium,33,2,0,PhD,12.72134331367672,1,0,2,3
568,22,M,0.5737262633531419,2.77222638897764,Low,24,4,1,High School,39.56181416967884,0,1,1,1
569,23,M,0.6640963768046557,2.4232019255388524,High,15,3,0,PhD,3.762710838808347,1,1,0,3
570,16,F,0.7170096830869377,3.83231215642418,High,33,3,3,High School,19.09974973154667,0,0,0,1
571,21,F,0.5443002148398086,3.568765799683053,High,28,3,4,High School,25.78465190702416,0,0,0,1
572,16,F,0.6103059763556056,3.243023454774092,High,18,0,4,High School,28.457085043165847,0,0,0,1
573,17,F,0.7991126470318695,3.285816589337494,Medium,22,3,2,Bachelor,36.70214268284607,0,0,2,0
574,16,M,0.8678315571195949,2.654290359532798,Low,18,4,3,High School,18.387440448102254,0,1,1,1
575,20,M,0.9991737556964748,3.80248630274144,High,24,4,0,Master,31.021532889055752,0,1,0,2
576,24,F,0.9665566656717788,3.2364885681332134,Medium,15,1,0,PhD,29.68339571675686,0,0,2,3
577,21,M,0.8212825997675958,3.322452654139541,High,8,0,4,Bachelor,27.833188932033607,1,1,0,0
578,16,F,0.7106240266470361,3.654227259468363,High,0,4,4,PhD,32.38368136396839,0,0,0,3
579,16,F,0.8180886823541164,2.1851789733554776,Medium,18,2,1,High School,13.71300938233574,0,0,2,1
580,17,M,0.892825809040116,3.5176772596667574,Medium,32,0,4,Bachelor,5.14778892564682,1,1,2,0
581,24,F,0.5591680954616937,1.98810150739123,Low,33,0,1,Master,6.844311929947428,0,0,1,2
582,18,M,0.7049524448481441,2.36335488061222,Low,15,4,0,High School,12.004536750041153,0,1,1,1
583,16,M,0.9199011428178084,2.3390261356746067,High,39,2,1,PhD,25.50969884061648,1,1,0,3
584,20,M,0.691916475966522,3.946313670972852,High,17,1,1,Master,42.18169477675499,0,1,0,2
585,22,M,0.7859361356135932,3.641343059369817,Low,33,4,2,High School,35.36337376233082,0,1,1,1
586,21,F,0.793884680431099,3.2529246539756493,Low,24,2,4,Master,39.66298960590031,0,0,1,2
587,16,M,0.5922381265668197,3.3176419040384757,Medium,5,0,1,High School,18.19780557237848,1,1,2,1
588,20,F,0.6811177208261442,2.9051819860064274,Low,20,2,0,Bachelor,20.82803334077896,0,0,1,0
589,20,F,0.6672556443709661,3.8677266677712976,Low,5,0,3,High School,20.29041241354003,1,0,1,1
590,21,F,0.5130983542660323,2.740646882205904,High,31,4,1,Bachelor,10.401786035820574,0,0,0,0
591,18,F,0.5120958819456776,2.451294274674736,Low,38,4,4,High School,3.999616249035029,0,0,1,1
592,20,M,0.9158485218378868,1.9075883423289772,High,30,3,2,High School,29.954888548534115,1,1,0,1
593,22,M,0.6365354049864063,3.465514130652645,Low,9,3,0,PhD,49.47161748760872,0,1,1,3
594,20,F,0.7590393831194078,3.3361098301889784,Medium,29,3,2,Master,9.17465554256288,0,0,2,2
595,20,F,0.6493627867943865,2.460887596310337,Low,17,4,3,Master,3.287556175064414,0,0,1,2
596,20,M,0.9703396225576704,1.5629835348980734,Low,23,1,1,Master,39.19705240937272,1,1,1,2
597,18,F,0.6296483794328869,3.597493319295027,Low,8,4,1,High School,13.376714327551486,0,0,1,1
598,16,M,0.7148284063694675,1.528544958635184,High,30,2,4,High School,41.65254646229349,0,1,0,1
599,20,F,0.9363651252423008,3.259249449072628,Medium,14,4,1,High School,35.49289668469125,0,0,2,1
600,24,M,0.9209667833959044,3.9256427743151434,Low,3,4,0,Bachelor,47.33800331548942,1,1,1,0
601,16,F,0.5930507089231387,2.5941533203705087,High,39,0,3,Bachelor,21.037434552076927,0,0,0,0
602,18,F,0.9013216548978552,2.087433512489882,Medium,8,0,2,PhD,33.43652213308107,0,0,2,3
603,19,M,0.7290934433689463,3.2621775251084544,High,8,0,3,High School,23.777884259850264,0,1,0,1
604,16,F,0.7414844360426776,3.542820355038963,High,25,4,1,Master,31.89884616811863,0,0,0,2
605,16,F,0.5667399862079718,2.8660757901946186,Medium,3,1,2,Master,23.03034639437913,0,0,2,2
606,23,M,0.5403007568785623,3.917588188140365,Low,16,2,4,PhD,10.242980074779666,0,1,1,3
607,17,F,0.8639696534868826,1.6291718041449028,High,15,2,3,Master,25.886973384165664,0,0,0,2
608,23,M,0.7482305761776499,2.76198899576132,High,14,1,2,PhD,26.900625870434677,1,1,0,3
609,22,M,0.7184253513075898,3.296134868306375,Low,34,1,2,High School,40.719588564747895,1,1,1,1
610,17,F,0.8647541143261983,3.6566011778729473,Low,4,2,2,Master,37.04051458388548,0,0,1,2
611,21,F,0.8827564494955549,1.9481390297694752,Medium,4,3,0,High School,33.52578957313076,1,0,2,1
612,21,F,0.5794540838346768,3.500008704409204,Medium,19,0,3,Bachelor,6.555967682076054,0,0,2,0
613,18,F,0.8051125747388206,2.881767689296363,Medium,14,0,2,Master,36.310198242522034,1,0,2,2
614,17,F,0.5676770411388428,2.491384204974908,Low,17,2,3,Bachelor,25.514952661371225,0,0,1,0
615,16,F,0.8756875430145228,1.829287571447734,High,1,1,2,Master,44.81087726920181,0,0,0,2
616,21,F,0.8284775781335698,3.663239397272281,High,28,3,4,High School,46.0736757723966,1,0,0,1
617,20,M,0.978307310541729,1.8931830204492883,Medium,12,2,4,PhD,3.702672939487488,1,1,2,3
618,24,F,0.5344790081782106,2.274469648022748,Low,3,0,4,High School,41.21143645736946,0,0,1,1
619,16,M,0.5285273605756271,2.225113829906092,High,9,4,1,High School,2.8471721307108604,0,1,0,1
620,22,F,0.6410935373466,3.678535085477136,Medium,30,1,2,High School,18.99131165905611,0,0,2,1
621,20,F,0.630852841867953,3.181757485522245,High,7,4,1,Master,27.57269880543288,0,0,0,2
622,20,M,0.6234893995359999,3.4917034929784307,High,2,2,3,PhD,8.256939132729244,0,1,0,3
623,17,F,0.9531272902605183,2.1261697469812475,Low,8,0,1,Bachelor,37.569376815884766,0,0,1,0
624,18,F,0.624773099924753,3.062185249017497,Low,29,3,3,High School,1.40938050443479,1,0,1,1
625,22,M,0.6359748630643155,2.929364957859372,High,10,4,3,Master,9.261353373267806,0,1,0,2
626,21,F,0.8796991312089819,3.5820759419706776,Medium,34,3,3,Bachelor,29.459044662820308,0,0,2,0
627,17,F,0.72486992122527,3.765217651203151,Low,36,0,1,High School,36.004990539827325,0,0,1,1
628,21,F,0.8883552784775905,1.530391928693467,High,12,4,2,Bachelor,45.91551203200189,0,0,0,0
629,17,M,0.5326830787821926,3.1850497976469816,Low,35,3,1,High School,35.56933594479657,0,1,1,1
630,17,F,0.7437855968366922,1.6295894977993226,Low,12,3,2,Bachelor,33.91718424248843,0,0,1,0
631,17,F,0.5168068000916413,2.87214666269339,Low,11,4,2,Bachelor,20.322716171182552,1,0,1,0
632,18,F,0.5313266017276772,2.2190818226091955,High,36,0,3,PhD,1.0629368508132693,1,0,0,3
633,17,F,0.9532187266722054,2.266941498805353,Medium,9,3,1,PhD,6.887803678045476,0,0,2,3
634,19,M,0.5696226855587976,2.3823962586308918,Medium,8,2,2,High School,27.19317269304592,0,1,2,1
635,24,M,0.7662103411376086,3.0532311226240254,Medium,6,4,4,Master,34.081364406376565,0,1,2,2
636,21,F,0.7055478013003533,2.335124914171923,Low,1,1,2,PhD,21.454965910926663,1,0,1,3
637,16,F,0.6736716631294213,3.331747626475701,High,22,1,4,Bachelor,36.80327156489112,1,0,0,0
638,23,M,0.9499166728436362,2.511318463934674,Low,38,0,1,PhD,26.57125247127676,0,1,1,3
639,22,M,0.5109116983877448,1.6708830007748965,Medium,39,2,1,PhD,4.634633584121298,0,1,2,3
640,18,F,0.8318948430877946,3.459399606210268,Medium,38,3,1,High School,10.408796297429491,1,0,2,1
641,16,M,0.9816972171067752,2.214395811481765,High,20,1,2,PhD,42.159912938953205,0,1,0,3
642,20,F,0.780084091730921,2.5819171989981564,Low,22,0,0,PhD,36.52072458459754,0,0,1,3
643,19,M,0.968411231016546,3.213609708054754,Medium,28,2,2,Bachelor,44.84333736361226,1,1,2,0
644,23,M,0.5261289396430119,2.33114039287178,High,13,2,2,PhD,6.760305206925892,0,1,0,3
645,16,M,0.7093966595370806,1.6414641403667891,Low,25,0,3,Bachelor,49.52090419613862,0,1,1,0
646,16,M,0.6300788954810256,2.434802617532034,Low,4,0,3,PhD,11.260928983546746,0,1,1,3
647,19,F,0.8654104824903649,3.8611214567357584,Medium,30,3,2,PhD,1.5772139380454586,0,0,2,3
648,23,M,0.9906485452486232,3.104335993246395,Medium,24,0,4,Master,49.87372401362416,0,1,2,2
649,20,M,0.6282650312221238,3.178697871668017,Low,30,3,3,PhD,14.772620386810544,0,1,1,3
650,17,F,0.8270873007370372,3.0807053840941,Low,19,3,2,Bachelor,33.73295317311543,0,0,1,0
651,21,M,0.5990488163798701,1.997480347398592,Medium,16,4,0,Bachelor,9.657433394638955,0,1,2,0
652,20,M,0.782665127285805,2.5458346602557,Low,1,2,4,High School,29.431198077757944,1,1,1,1
653,17,F,0.731966243344168,3.3773494959082955,Medium,24,2,1,High School,45.2977143362734,0,0,2,1
654,18,M,0.9860026648157684,1.753432243882898,Low,12,2,2,Master,16.688877203993492,0,1,1,2
655,24,F,0.8042636363482333,2.194631940224281,Medium,38,4,2,Bachelor,33.842444826173605,0,0,2,0
656,22,F,0.6747531860434094,2.1907977711646343,High,27,3,4,Bachelor,10.207275851122407,0,0,0,0
657,22,F,0.5570478924439667,2.580047318986265,Medium,5,3,3,Bachelor,31.614974537217535,0,0,2,0
658,21,F,0.5756234143674672,3.950921852355463,Medium,2,0,3,Master,17.486067239058,0,0,2,2
659,23,M,0.6126584649756175,1.6687563667095549,High,34,4,3,Bachelor,11.349204670809632,1,1,0,0
660,19,F,0.625483330670149,2.796752485951488,Low,17,0,1,High School,16.34592048447812,0,0,1,1
661,23,M,0.9253080289205688,1.948411705030526,High,10,4,4,Master,9.763212356882168,1,1,0,2
662,19,M,0.7806113941412625,3.92669136352436,Medium,19,0,4,High School,45.193889284056254,1,1,2,1
663,23,M,0.7616954556871832,1.7832587618186606,Low,4,1,3,High School,20.462157429539317,0,1,1,1
664,24,M,0.5573844359346087,2.509002505903978,High,18,2,3,Master,13.018685943744,0,1,0,2
665,18,M,0.9300698466747176,3.344712462086515,Low,21,2,0,PhD,22.97198420978071,1,1,1,3
666,18,M,0.8614071516042419,3.261386070068613,Low,18,3,0,PhD,16.706272173518283,1,1,1,3
667,17,M,0.5338341809500008,2.5568215922348307,High,15,1,2,High School,37.47654343685297,0,1,0,1
668,18,M,0.8539175486148843,2.3663104198817955,Low,23,2,2,PhD,48.58977568238922,0,1,1,3
669,18,M,0.771769108671323,2.4940309463821766,High,3,3,4,Bachelor,22.463649178184696,0,1,0,0
670,20,M,0.5408626728733892,2.1606906578965983,Medium,14,1,4,Master,43.19063659863978,1,1,2,2
671,20,F,0.7291503207643282,2.0133323467669992,Low,24,2,1,High School,28.72729060442136,0,0,1,1
672,17,F,0.7423481435650234,2.707599243897225,Medium,34,0,1,Bachelor,8.704547589617441,0,0,2,0
673,21,F,0.5828872700816379,2.1713343901690183,Medium,13,4,0,PhD,34.84051436198574,1,0,2,3
674,20,M,0.9728490735001412,2.218654162243125,Low,18,1,2,Bachelor,26.158290359165186,0,1,1,0
675,21,F,0.924987685740331,3.1418901586863925,High,37,3,0,PhD,32.87971963935307,0,0,0,3
676,16,F,0.8345111686645541,3.9213433292497295,Low,35,1,0,High School,44.59468321601158,0,0,1,1
677,20,F,0.7311477805003036,3.009093001398438,Medium,6,3,2,Bachelor,22.58129396214626,1,0,2,0
678,24,M,0.7058827707922543,1.6924486676624158,Medium,29,1,1,Master,45.15770353765043,0,1,2,2
679,17,M,0.8254867335754771,1.6889590346351675,High,18,3,2,High School,37.78278169980109,0,1,0,1
680,16,M,0.7727159347034527,3.878558052113915,Low,24,2,3,Bachelor,24.94164136802125,0,1,1,0
681,24,M,0.5311365529409429,2.243226975768334,Medium,15,0,3,Bachelor,30.557884647240225,0,1,2,0
682,24,F,0.7562513243851658,1.7301674652061885,Medium,39,2,3,PhD,16.95347549343156,0,0,2,3
683,24,F,0.9032018086164196,2.997611467875954,Medium,7,0,4,High School,49.196267687199935,0,0,2,1
684,21,F,0.729619938798479,3.059121945725665,High,17,2,1,High School,33.7002069894694,0,0,0,1
685,23,F,0.5259782887771343,3.1212620502967203,Medium,27,2,1,High School,3.148495772334865,1,0,2,1
686,16,M,0.8931390996920165,2.168505069643853,Medium,15,1,4,High School,17.004473381652428,1,1,2,1
687,19,M,0.6006818910679872,1.5377767105361877,Low,18,4,0,PhD,31.54240725419381,0,1,1,3
688,16,M,0.6293104174440194,3.91253842363618,Low,16,3,3,Master,3.7603306121627504,0,1,1,2
689,23,F,0.582353176716148,2.127232614227756,Medium,12,3,3,High School,2.170325374637996,0,0,2,1
690,16,M,0.6651075324357487,3.1900657201313685,Medium,6,3,0,PhD,23.051187736862325,1,1,2,3
691,18,M,0.8783757528443175,3.266574674696774,Low,26,0,2,Master,17.30181880494083,0,1,1,2
692,19,F,0.7596929297519687,3.025018542698714,High,9,3,2,Master,22.476631793625128,0,0,0,2
693,23,F,0.6024406370753563,2.2822684855341207,High,33,3,1,PhD,13.871972184120253,0,0,0,3
694,21,M,0.9389150390760204,2.1777406344101644,High,35,1,4,High School,9.071169600206066,0,1,0,1
695,22,M,0.9397909274757644,2.9941707067567576,High,24,2,1,Master,34.768024492036545,0,1,0,2
696,23,M,0.9352892125230036,3.6652390840292286,High,5,3,2,High School,26.213984697122225,0,1,0,1
697,17,M,0.6193981056907696,3.866834322308489,High,23,4,0,High School,10.807556351218974,0,1,0,1
698,23,M,0.725619672090494,1.764764511009394,High,17,3,1,Bachelor,16.659881886739917,0,1,0,0
699,18,M,0.9924948280704377,1.8870715314943,High,22,0,3,High School,29.99858747550297,0,1,0,1
700,22,F,0.8860062381549951,3.861840646957699,Low,5,0,3,Bachelor,4.539238065351414,0,0,1,0
701,18,F,0.5135837106127799,3.341338070836981,High,28,0,0,Master,8.225197454042798,0,0,0,2
702,22,F,0.5326022956302461,3.7074845620744328,High,24,3,2,PhD,4.589034601262116,0,0,0,3
703,17,M,0.7319656884061664,2.006581585338358,High,16,1,3,Bachelor,40.80354930299183,0,1,0,0
704,21,F,0.95461010293078,2.9689646777735046,Medium,23,4,3,PhD,37.868052427388456,0,0,2,3
705,18,M,0.7693508989763571,3.252848986043684,Low,10,3,4,Master,37.9123336620836,0,1,1,2
706,18,M,0.7489062540171452,3.200279713617432,Low,25,1,1,High School,36.09994183032538,0,1,1,1
707,24,F,0.5527368499783153,2.520379227166745,Low,33,1,2,Master,33.79988575982359,0,0,1,2
708,22,M,0.828390052362147,1.5384872292282712,High,27,3,1,PhD,24.37260385353057,0,1,0,3
709,20,M,0.9110515803001128,2.957315142010658,High,2,3,2,Master,32.47163001184863,1,1,0,2
710,22,F,0.6902100037537812,2.132753847949022,Medium,10,1,3,High School,2.879716184610758,0,0,2,1
711,24,F,0.8878059254626638,2.6256356153572256,Low,37,1,4,Master,31.451756710182444,0,0,1,2
712,16,F,0.9822383269504058,3.893952537709543,High,13,1,1,High School,39.11600757130698,0,0,0,1
713,22,M,0.6018832295638445,2.4975882941060865,Low,25,3,3,Bachelor,25.51755965883512,0,1,1,0
714,21,F,0.7616648155973706,3.599504016661067,Medium,20,1,2,PhD,18.51815309293461,0,0,2,3
715,24,F,0.6435689790422878,1.971351514373128,Medium,38,0,1,High School,14.593910005247976,0,0,2,1
716,16,M,0.8964272095169197,3.181151245062572,Medium,29,3,1,High School,32.497300457942046,0,1,2,1
717,19,F,0.7887966829405788,3.942517386097359,Low,7,0,3,Master,34.94725873286553,0,0,1,2
718,24,F,0.8172912087751518,1.754732752182342,High,19,2,1,Bachelor,43.67741239326459,0,0,0,0
719,19,F,0.898957079807947,1.52079985556798,High,31,3,4,High School,17.774370040588547,1,0,0,1
720,18,M,0.6979852363312274,2.583956981581536,Medium,21,2,4,Bachelor,38.71884306189369,1,1,2,0
721,24,M,0.9575450342035216,1.731563707628418,High,6,1,3,Bachelor,28.50643538527756,0,1,0,0
722,17,M,0.76651443362307,3.3709608741905783,Medium,8,1,2,Master,44.25898804322588,0,1,2,2
723,19,M,0.578977411417674,3.786371659621397,Low,0,4,3,High School,26.86279330648542,0,1,1,1
724,21,F,0.8479495590844013,2.585052431771897,Medium,28,1,4,Master,26.363861591500395,0,0,2,2
725,17,M,0.8966306752191272,2.1467791053886023,Low,7,2,0,PhD,29.315976990604547,0,1,1,3
726,23,M,0.6583808385337633,2.5860082975165244,Medium,3,1,0,PhD,37.71645240197929,0,1,2,3
727,23,F,0.9285896284993764,3.308619544625002,High,34,3,1,High School,48.26983346259458,0,0,0,1
728,16,F,0.9530716273828832,1.5226354039509276,High,2,1,1,Bachelor,4.604604356572517,0,0,0,0
729,18,F,0.6384522436889044,2.973634973711743,Medium,39,4,0,High School,3.618295517159841,0,0,2,1
730,24,M,0.9917607363576112,3.033229212218448,High,6,1,4,High School,46.93996653295959,0,1,0,1
731,20,M,0.5703557640243793,3.0942206172398388,High,26,2,1,PhD,26.9639056503921,1,1,0,3
732,21,M,0.601007834201245,2.105055199952193,High,0,2,3,PhD,31.130247713779863,0,1,0,3
733,19,F,0.5921124196190131,3.2851318084453167,Low,26,1,3,Bachelor,24.638756478141715,0,0,1,0
734,17,F,0.9469948550039352,1.728478715829441,High,15,2,4,Bachelor,5.58921517776625,0,0,0,0
735,23,M,0.8271462761624809,1.998175841167002,Low,37,2,1,High School,38.63637954251466,0,1,1,1
736,21,F,0.5760521416111364,3.693675116636205,Medium,6,4,3,Master,37.61400760934076,0,0,2,2
737,20,F,0.7201617091841745,3.346807876816416,High,22,3,1,High School,16.27346275314779,0,0,0,1
738,24,F,0.807649012534901,1.5343638850283632,High,10,4,1,Bachelor,16.00572301619162,0,0,0,0
739,16,M,0.5417320424946916,2.120940650924501,High,32,0,3,Master,42.05422766437041,0,1,0,2
740,20,F,0.9412081842036694,2.036016207482912,Medium,35,4,0,PhD,4.545505629325005,0,0,2,3
741,21,F,0.9018017677207676,2.177015820092431,Low,36,1,3,Bachelor,44.174152269471726,0,0,1,0
742,20,M,0.7526033867883191,2.118899425699716,Low,16,3,4,Bachelor,13.576422804899806,0,1,1,0
743,21,M,0.9835633076295852,1.6563157393571144,High,34,1,2,Master,30.056252640019203,0,1,0,2
744,21,F,0.7088804896375498,2.647351291492051,Medium,4,0,3,Bachelor,46.86371477108711,0,0,2,0
745,22,F,0.992055159518249,3.331833686965413,Medium,31,3,1,Bachelor,34.22800257529568,0,0,2,0
746,19,M,0.8339599994018135,3.016829311793591,Medium,2,2,1,Bachelor,21.307060810884792,1,1,2,0
747,23,M,0.8173356366269707,3.1821791714951995,Medium,34,4,3,Bachelor,34.78717623636534,0,1,2,0
748,22,F,0.5829774476478925,1.7028729463405978,Medium,13,1,2,Bachelor,17.85500217950214,0,0,2,0
749,24,F,0.940963879152322,3.878726775441968,Low,30,0,3,Bachelor,14.58566240111012,0,0,1,0
750,22,F,0.7137448439603076,3.596229584607562,Low,30,2,2,Bachelor,49.8374806187993,1,0,1,0
751,18,F,0.5811167028912396,3.512725796239157,Low,16,4,2,Bachelor,37.7887213278096,1,0,1,0
752,18,M,0.5063037599878795,3.5574595126044186,High,23,2,4,PhD,32.59127889170907,0,1,0,3
753,23,F,0.7798778418191913,3.831776270331903,Medium,22,4,1,Bachelor,18.40919251774662,0,0,2,0
754,20,F,0.7636998110613382,2.860634915284244,High,17,3,1,PhD,3.40888062859736,0,0,0,3
755,19,M,0.8596768111845793,2.000705044669065,Medium,13,2,2,PhD,2.521786925722625,0,1,2,3
756,23,F,0.9451290265089012,3.041959019631353,Low,14,2,1,High School,28.154881516991143,0,0,1,1
757,21,M,0.5397032923215148,3.357203734169848,High,14,2,0,High School,38.33960333091351,0,1,0,1
758,17,F,0.8657482451701812,3.344793483385064,Low,5,3,2,PhD,27.3315803317489,0,0,1,3
759,19,F,0.5937059720487912,2.8036225604172005,Medium,26,0,1,PhD,42.198468525016615,0,0,2,3
760,19,M,0.929088526578582,1.6711467983339452,Medium,14,4,0,Bachelor,2.63790012156786,1,1,2,0
761,21,M,0.909531756930828,2.42778234607532,Medium,35,2,4,High School,18.970851744871062,0,1,2,1
762,21,F,0.7703968774927722,3.801916521158393,Low,7,3,1,Master,12.616449167534723,0,0,1,2
763,16,F,0.8551213993116558,2.961122274393565,Medium,14,0,0,High School,22.916375439698975,0,0,2,1
764,23,F,0.6571750565918741,2.845829858139284,Low,2,4,3,PhD,4.546443266512002,1,0,1,3
765,21,M,0.7355839494664074,2.172133785955484,High,12,3,3,PhD,47.75245043698256,1,1,0,3
766,18,F,0.9108184488552358,2.421122299791447,Medium,33,4,0,Bachelor,11.939514652398683,0,0,2,0
767,24,M,0.729632598586607,3.738365222882923,Medium,23,2,2,Bachelor,46.193080998695656,0,1,2,0
768,17,M,0.678899132662721,3.166157618817089,Medium,39,0,2,High School,21.86876459679741,1,1,2,1
769,23,F,0.74710622362515,3.468467566880832,High,31,3,1,Bachelor,49.29068252950568,0,0,0,0
770,18,M,0.9141246262186092,2.635863557669138,Medium,31,0,3,Master,28.148860789550326,0,1,2,2
771,20,F,0.6676040236854364,3.075618048640395,Low,29,2,2,Master,46.61081034461456,1,0,1,2
772,21,F,0.586880796567872,2.1209590218580185,Low,12,0,2,Bachelor,1.2621004460169194,0,0,1,0
773,21,F,0.8560070101653904,3.263652075708716,Medium,0,0,3,Master,37.66370150286411,0,0,2,2
774,19,F,0.912989106354041,2.569003334258343,Medium,33,1,4,Master,45.24948200202326,1,0,2,2
775,18,F,0.5503187392617667,2.606363787036864,High,14,0,2,High School,7.84630778196875,0,0,0,1
776,19,M,0.6199370563779724,3.1233058114422043,High,13,4,0,Master,5.710166734875423,0,1,0,2
777,16,M,0.570985994880497,3.8407015536723166,High,28,3,1,PhD,21.804057752111824,0,1,0,3
778,19,F,0.6739707057910833,1.6600158665215523,Medium,33,1,2,PhD,46.75026640051382,0,0,2,3
779,16,F,0.7251754894527063,3.561858093367519,High,17,3,2,High School,27.5769414493315,0,0,0,1
780,16,M,0.8744131684816532,2.2309577760304826,High,6,3,4,Bachelor,26.84536672236488,0,1,0,0
781,21,M,0.8255737924408371,2.6097986362659444,Low,28,2,0,High School,7.915179796666772,0,1,1,1
782,20,M,0.8104642837392155,1.5547833219375224,High,30,2,1,Bachelor,1.0386860435677203,0,1,0,0
783,19,M,0.6761874733048272,2.252615194585782,Low,24,1,2,Bachelor,40.6968644465276,0,1,1,0
784,18,F,0.92072377654238,2.756578106575326,Low,37,2,1,Bachelor,5.291153586325673,0,0,1,0
785,16,F,0.7356435836990822,1.6404401933685977,High,13,2,3,Bachelor,32.05864111803088,1,0,0,0
786,21,M,0.9895524690075772,2.7277393234579126,Low,7,2,2,Bachelor,45.81620627124438,0,1,1,0
787,17,F,0.8170710691478684,3.817776572146068,Medium,26,3,2,High School,11.22394374476312,0,0,2,1
788,23,M,0.5631323707822513,1.763483045269513,Medium,1,1,3,Bachelor,33.59836897560863,0,1,2,0
789,20,F,0.838088781037717,3.411101820188761,High,16,3,4,Master,4.856230258667964,0,0,0,2
790,22,M,0.6625520077158495,2.5241776334399817,Medium,36,4,2,Master,30.58400204804304,0,1,2,2
791,17,F,0.8431635983430488,3.137934286310845,Low,13,3,1,Bachelor,9.032654326706934,0,0,1,0
792,23,M,0.5348205740812029,2.1505914949630736,Medium,24,4,0,Master,37.06172446524372,0,1,2,2
793,17,M,0.5874407185879797,1.898730656353396,High,29,0,1,PhD,15.760333444901502,0,1,0,3
794,19,F,0.9278686294528932,1.9011565356780664,High,28,0,4,High School,23.706159431427665,0,0,0,1
795,16,M,0.6135897785117574,1.6762298641078617,Low,19,4,0,High School,30.372096559353466,0,1,1,1
